geoid_5_digit,contested_project_total,mw_wind_contested,mw_solar_contested,battery_storage,hydropower,pumped_storage,solar,solar_thermal,transmission_line,wind,GEO_ID.x,NAME.x,median_income,GEO_ID.y,NAME.y,population,B01003_001M,...5,USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,county_name,state_name,state_geography_id,geography_id,utility_pv,land_based_wind,csp,residential_pv,commercial_pv,distributed_wind,density,solar_normalized,wind_normalized,solar_mw_normalized,wind_mw_normalized,solar_and_wind_normalized,solar_and_wind_mw_normalized
21161,2,0,0,NA,NA,0,0,0,0,2,0500000US21161,"Mason County, Kentucky",48460,0500000US21161,"Mason County, Kentucky",17068,*****,NA,KY,21161,516924,Mason County,621926398,16274513,240.127,6.284,38.594137,-83.828125,Mason,Kentucky,G21,G2101610,11871953.7,1655626.21,0,32329.97,72640.35,2509846.72,71.07905400059136,0,1.208002137149061e-6,0,0,1.208002137149061e-6,0
21167,1,0,120,NA,NA,0,1,0,0,0,0500000US21167,"Mercer County, Kentucky",60728,0500000US21167,"Mercer County, Kentucky",22662,*****,NA,KY,21167,516930,Mercer County,645898189,10166125,249.383,3.925,37.812085,-84.879695,Mercer,Kentucky,G21,G2101670,16483984.62,1324094.3,0,48901.87,50381.83,3227470.61,90.87227276919437,6.066494376527755e-8,0,7.279793251833306e-6,0,6.066494376527755e-8,7.279793251833306e-6
22019,1,0,400,NA,NA,0,1,0,0,0,0500000US22019,"Calcasieu Parish, Louisiana",64370,0500000US22019,"Calcasieu Parish, Louisiana",210770,*****,NA,LA,22019,558468,Calcasieu Parish,2755966342,77906134,1064.085,30.08,30.229559,-93.358015,Calcasieu,Louisiana,G22,G2200190,94520061.51,3547775.19,3429292.75,488904.3,1461137.28,8841205.88,198.07628150006812,1.0579764592030046e-8,0,4.231905836812018e-6,0,1.0579764592030046e-8,4.231905836812018e-6
22047,1,0,205.7,NA,NA,0,1,0,0,0,0500000US22047,"Iberville Parish, Louisiana",59410,0500000US22047,"Iberville Parish, Louisiana",30210,*****,NA,LA,22047,558582,Iberville Parish,1598734777,92400695,617.275,35.676,30.270658,-91.36587,Iberville,Louisiana,G22,G2200470,22368378.42,851303.36,12932787.66,77252.42,45306.17,2714012.97,48.940909643189826,4.4705967559359624e-8,0,9.196017526960275e-6,0,4.4705967559359624e-8,9.196017526960275e-6
23001,1,0,120,NA,NA,0,1,0,0,0,0500000US23001,"Androscoggin County, Maine",64500,0500000US23001,"Androscoggin County, Maine",111532,*****,NA,ME,23001,581286,Androscoggin County,1211995418,75541705,467.954,29.167,44.167681,-70.207435,Androscoggin,Maine,G23,G2300010,17651537.91,1216615.53,0,158750.71,297053.25,4438568.92,238.3396658645935,5.665228747198719e-8,0,6.798274496638463e-6,0,5.665228747198719e-8,6.798274496638463e-6
23003,3,150,0,NA,NA,0,0,0,1,2,0500000US23003,"Aroostook County, Maine",50843,0500000US23003,"Aroostook County, Maine",67237,*****,NA,ME,23003,581287,Aroostook County,17278254267,404986869,6671.172,156.366,46.709193,-68.612409,Aroostook,Maine,G23,G2300030,296527191,56870500.96,0,110222.97,168626.51,31417432.39,10.078738788326849,0,3.5167617064015396e-8,0,2.6375712798011547e-6,3.5167617064015396e-8,2.6375712798011547e-6
23007,1,45,0,NA,NA,0,0,0,0,1,0500000US23007,"Franklin County, Maine",56890,0500000US23007,"Franklin County, Maine",29839,*****,NA,ME,23007,581289,Franklin County,4395226705,121284631,1697.007,46.828,44.976724,-70.414935,Franklin,Maine,G23,G2300070,18416988.17,18007966.58,0,48425.04,116801.41,10649859.49,17.58330990974109,0,5.553097822330588e-8,0,2.4988940200487648e-6,5.553097822330588e-8,2.4988940200487648e-6
23011,1,0,95,NA,NA,0,1,0,0,0,0500000US23011,"Kennebec County, Maine",62118,0500000US23011,"Kennebec County, Maine",124003,*****,NA,ME,23011,581291,Kennebec County,2246739232,216791392,867.471,83.704,44.417012,-69.765764,Kennebec,Maine,G23,G2300110,35476145.91,1307257.54,0,230091.17,345013.74,8409798,142.9477181369752,2.818795487359072e-8,0,2.677855712991119e-6,0,2.818795487359072e-8,2.677855712991119e-6
23013,1,5,0,NA,NA,0,0,0,0,1,0500000US23013,"Knox County, Maine",68904,0500000US23013,"Knox County, Maine",40729,*****,NA,ME,23013,581292,Knox County,945086114,1987492766,364.9,767.375,44.042045,-69.038514,Knox,Maine,G23,G2300130,11318774.2,560638.91,0,72855.4,173754.09,6979876.57,111.61688133735271,0,1.7836792669277983e-6,0,8.918396334638992e-6,1.7836792669277983e-6,8.918396334638992e-6
23019,1,48,0,NA,NA,0,0,0,0,1,0500000US23019,"Penobscot County, Maine",59438,0500000US23019,"Penobscot County, Maine",152640,*****,NA,ME,23019,581295,Penobscot County,8798671486,414011334,3397.186,159.851,45.409284,-68.666616,Penobscot,Maine,G23,G2300190,179673363.7,14240937.05,0,223708.24,356508.93,20894155.03,44.931304909416205,0,7.022009833264448e-8,0,3.3705647199669347e-6,7.022009833264448e-8,3.3705647199669347e-6
23021,1,185,0,NA,NA,0,0,0,0,1,0500000US23021,"Piscataquis County, Maine",51805,0500000US23021,"Piscataquis County, Maine",16936,*****,NA,ME,23021,581296,Piscataquis County,10258545867,1080517302,3960.847,417.19,45.915639,-69.102231,Piscataquis,Maine,G23,G2300210,140154067.5,32964133.87,0,28631.65,57297.73,11385992.89,4.275853119294938,0,3.0336001059323446e-8,0,5.612160195974838e-6,3.0336001059323446e-8,5.612160195974838e-6
23025,1,94,0,NA,NA,0,0,0,0,1,0500000US23025,"Somerset County, Maine",53527,0500000US23025,"Somerset County, Maine",50656,*****,NA,ME,23025,581298,Somerset County,10163811939,437942553,3924.27,169.091,45.503646,-69.95611,Somerset,Maine,G23,G2300250,149791187.9,34479053.2,0,86123.05,330856.99,14593984.76,12.908388056887013,0,2.900311659370043e-8,0,2.7262929598078403e-6,2.900311659370043e-8,2.7262929598078403e-6
24001,1,34,0,NA,NA,0,0,0,0,1,0500000US24001,"Allegany County, Maryland",55248,0500000US24001,"Allegany County, Maryland",68161,*****,NA,MD,24001,1713506,Allegany County,1093489886,14710933,422.199,5.68,39.612313,-78.703104,Allegany,Maryland,G24,G2400010,1313647.46,2586277.87,0,142698.74,200619.2,4357084.21,161.44282672389087,0,3.8665605563875467e-7,0,1.3146305891717659e-5,3.8665605563875467e-7,1.3146305891717659e-5
24017,1,0,5,NA,NA,0,1,0,0,0,0500000US24017,"Charles County, Maryland",116882,0500000US24017,"Charles County, Maryland",167035,*****,NA,MD,24017,1676992,Charles County,1185745253,479451413,457.819,185.117,38.472853,-77.015427,Charles,Maryland,G24,G2400170,29982102.2,665128.02,0,310262.73,249629.78,6212994.85,364.84942739379534,3.335323164898024e-8,0,1.667661582449012e-7,0,3.335323164898024e-8,1.667661582449012e-7
24029,1,100,0,NA,NA,0,0,0,0,1,0500000US24029,"Kent County, Maryland",71635,0500000US24029,"Kent County, Maryland",19289,*****,NA,MD,24029,593907,Kent County,717268761,353549972,276.939,136.506,39.241279,-76.125987,Kent,Maryland,G24,G2400290,25634065.6,585614.27,0,48726.68,78612.93,4581568.17,69.65071730597712,0,1.7076086619269028e-6,0,1.7076086619269027e-4,1.7076086619269028e-6,1.7076086619269027e-4
24043,1,0,10,NA,NA,0,1,0,0,0,0500000US24043,"Washington County, Maryland",73017,0500000US24043,"Washington County, Maryland",154645,*****,NA,MD,24043,1714220,Washington County,1185655256,24820607,457.784,9.583,39.603621,-77.814671,Washington,Maryland,G24,G2400430,19586414.42,1551910.86,0,275304.14,415889.68,7451304.95,337.8121559512783,5.1055797072223894e-8,0,5.10557970722239e-7,0,5.1055797072223894e-8,5.10557970722239e-7
24047,1,966,0,NA,NA,0,0,0,0,1,0500000US24047,"Worcester County, Maryland",76689,0500000US24047,"Worcester County, Maryland",52827,*****,NA,MD,24047,1668802,Worcester County,1212887337,586800206,468.298,226.565,38.222133,-75.309931,Worcester,Maryland,G24,G2400470,24882419.61,170463.9,0,113938.11,176465.76,8003656.19,112.80637542761234,0,5.866344721668342e-6,0,0.005666889001131618,5.866344721668342e-6,0.005666889001131618
25001,4,4400,0,NA,NA,0,0,0,0,4,0500000US25001,"Barnstable County, Massachusetts",90447,0500000US25001,"Barnstable County, Massachusetts",229436,*****,NA,MA,25001,606927,Barnstable County,1020973583,2360362409,394.2,911.341,41.706123,-70.164823,Barnstable,Massachusetts,G25,G2500010,15939734.44,181530.6,0,501133.41,1064285.44,7174242.29,582.029426686961,0,2.2034852526240754e-5,0,0.02423833777886483,2.2034852526240754e-5,0.02423833777886483
25003,1,0,0,NA,NA,0,0,0,0,1,0500000US25003,"Berkshire County, Massachusetts",69744,0500000US25003,"Berkshire County, Massachusetts",128763,*****,NA,MA,25003,606928,Berkshire County,2400592147,50709767,926.874,19.579,42.371493,-73.217928,Berkshire,Massachusetts,G25,G2500030,6288655.04,4894482.79,0,214734.27,498097.64,13543992.5,138.92179519546346,0,2.0431167968209365e-7,0,0,2.0431167968209365e-7,0
25011,2,0,9.6,NA,NA,0,2,0,0,0,0500000US25011,"Franklin County, Massachusetts",70383,0500000US25011,"Franklin County, Massachusetts",70980,*****,NA,MA,25011,606932,Franklin County,1810943461,65594687,699.209,25.326,42.584504,-72.591792,Franklin,Massachusetts,G25,G2500110,4738824.3,3300325.99,0,118973.91,230390.05,9215272.95,101.51471162413529,4.2204561160876974e-7,0,2.0258189357220947e-6,0,4.2204561160876974e-7,2.0258189357220947e-6
25015,2,0,15,NA,NA,0,2,0,0,0,0500000US25015,"Hampshire County, Massachusetts",84025,0500000US25015,"Hampshire County, Massachusetts",153931,*****,NA,MA,25015,606934,Hampshire County,1365533874,46625894,527.236,18.002,42.339459,-72.663694,Hampshire,Massachusetts,G25,G2500150,6565714.38,1178840.01,0,223929.24,334930.91,6001201.81,291.9584398637422,3.046127023271457e-7,0,2.284595267453593e-6,0,3.046127023271457e-7,2.284595267453593e-6
25017,2,0,1,NA,NA,0,2,0,0,0,0500000US25017,"Middlesex County, Massachusetts",121304,0500000US25017,"Middlesex County, Massachusetts",1623109,*****,NA,MA,25017,606935,Middlesex County,2118293312,75289849,817.878,29.07,42.481718,-71.394916,Middlesex,Massachusetts,G25,G2500170,13956754.2,193260.31,0,1843069.86,4898648.7,10732991.08,1984.5368135589904,1.432997938732775e-7,0,7.164989693663875e-8,0,1.432997938732775e-7,7.164989693663875e-8
25019,2,1254,0,NA,NA,0,0,0,0,2,0500000US25019,"Nantucket County, Massachusetts",135590,0500000US25019,"Nantucket County, Massachusetts",14065,*****,NA,MA,25019,606936,Nantucket County,119637317,666826385,46.192,257.463,41.293392,-70.102164,Nantucket,Massachusetts,G25,G2500190,0,NA,0,18594.98,32160.48,1152862.21,304.4899549705577,NA,NA,NA,NA,NA,NA
25023,2,6,8,NA,NA,0,1,0,0,1,0500000US25023,"Plymouth County, Massachusetts",105387,0500000US25023,"Plymouth County, Massachusetts",529548,*****,NA,MA,25023,606938,Plymouth County,1705513086,1126113558,658.502,434.795,41.987196,-70.741942,Plymouth,Massachusetts,G25,G2500230,29168772.98,397374.7,0,794482.32,1796720.23,9484261.45,804.1706782971047,3.428323847169248e-8,2.516516527096466e-6,2.742659077735398e-7,1.5099099162578796e-5,2.5507997655681585e-6,1.5373365070352336e-5
26013,1,98,0,NA,NA,0,0,0,0,1,0500000US26013,"Baraga County, Michigan",51911,0500000US26013,"Baraga County, Michigan",8245,*****,NA,MI,26013,1622949,Baraga County,2326915096,441618700,898.427,170.51,46.695859,-88.36181,Baraga,Michigan,G26,G2600130,44444782.74,3096058.51,0,16923.83,22784.52,6055870.91,9.177150731222458,0,3.229913119439077e-7,0,3.1653148570502956e-5,3.229913119439077e-7,3.1653148570502956e-5
26017,1,0,0,NA,NA,0,0,0,0,1,0500000US26017,"Bay County, Michigan",57887,0500000US26017,"Bay County, Michigan",103752,*****,NA,MI,26017,1622951,Bay County,1145834942,487713372,442.409,188.307,43.699711,-83.978701,Bay,Michigan,G26,G2600170,45816479.07,1109601.45,0,250264.12,249605.52,9497270.88,234.51602476441482,0,9.012244892073637e-7,0,0,9.012244892073637e-7,0
26023,1,0,0,NA,NA,0,0,0,0,1,0500000US26023,"Branch County, Michigan",60600,0500000US26023,"Branch County, Michigan",44795,*****,NA,MI,26023,1622954,Branch County,1311597690,34428004,506.411,13.293,41.918455,-85.066885,Branch,Michigan,G26,G2600230,49147983.29,905847.23,0,102352.95,246325.52,10904098.72,88.45581948259418,0,1.1039389059013846e-6,0,0,1.1039389059013846e-6,0
26037,1,0,0,NA,NA,0,0,0,0,1,0500000US26037,"Clinton County, Michigan",82594,0500000US26037,"Clinton County, Michigan",79249,*****,NA,MI,26037,1622961,Clinton County,1469427626,18687990,567.349,7.215,42.950455,-84.591695,Clinton,Michigan,G26,G2600370,58917355.44,1660985.12,0,213727.24,220828.72,11979951.57,139.68298172729658,0,6.020523531240304e-7,0,0,6.020523531240304e-7,0
26049,1,0,200,NA,NA,0,1,0,0,0,0500000US26049,"Genesee County, Michigan",58594,0500000US26049,"Genesee County, Michigan",405280,*****,NA,MI,26049,1622967,Genesee County,1649677902,32744787,636.944,12.643,43.021077,-83.706372,Genesee,Michigan,G26,G2600490,50082344.5,800802.54,0,896199.83,741205.43,11855836.82,636.2882765203849,1.9967116355744888e-8,0,3.993423271148978e-6,0,1.9967116355744888e-8,3.993423271148978e-6
26057,1,24,0,NA,NA,0,0,0,0,1,0500000US26057,"Gratiot County, Michigan",57934,0500000US26057,"Gratiot County, Michigan",41534,*****,NA,MI,26057,1622971,Gratiot County,1472105381,8362680,568.383,3.229,43.292326,-84.60469,Gratiot,Michigan,G26,G2600570,61048269.05,156548.87,0,87054.52,162806.24,12244900.73,73.0739659701293,0,6.38778165565807e-6,0,1.533067597357937e-4,6.38778165565807e-6,1.533067597357937e-4
26059,1,166,0,NA,NA,0,0,0,0,1,0500000US26059,"Hillsdale County, Michigan",59425,0500000US26059,"Hillsdale County, Michigan",45698,*****,NA,MI,26059,1622972,Hillsdale County,1549207172,22939100,598.152,8.857,41.927461,-84.637479,Hillsdale,Michigan,G26,G2600590,57159842.93,1401367.97,0,113223.49,207495.82,13365033.67,76.39864114806939,0,7.135884517183592e-7,0,1.1845568298524763e-4,7.135884517183592e-7,1.1845568298524763e-4
26063,3,390,0,NA,NA,0,0,0,0,3,0500000US26063,"Huron County, Michigan",54475,0500000US26063,"Huron County, Michigan",31461,*****,NA,MI,26063,1622974,Huron County,2165276749,3369017439,836.018,1300.785,43.907616,-82.857045,Huron,Michigan,G26,G2600630,94017866.79,2340046.6,0,93999.99,342773.68,19331460.1,37.63196486200058,0,1.2820257511111103e-6,0,1.6666334764444435e-4,1.2820257511111103e-6,1.6666334764444435e-4
26065,1,300,0,NA,NA,0,0,0,0,1,0500000US26065,"Ingham County, Michigan",62548,0500000US26065,"Ingham County, Michigan",282540,*****,NA,MI,26065,1622975,Ingham County,1440243334,11999082,556.081,4.633,42.603534,-84.373811,Ingham,Michigan,G26,G2600650,48199094.98,888125.46,0,487386.74,901135.69,11902855.29,508.091447109324,0,1.1259670452415586e-6,0,3.377901135724676e-4,1.1259670452415586e-6,3.377901135724676e-4
26081,1,0,0,NA,NA,0,0,0,0,1,0500000US26081,"Kent County, Michigan",76247,0500000US26081,"Kent County, Michigan",657321,*****,NA,MI,26081,1622983,Kent County,2198722375,59597499,848.931,23.011,43.032497,-85.547446,Kent,Michigan,G26,G2600810,57032334.45,860781.93,0,1433635.33,1060695.2,15998966.55,774.2926103534916,0,1.1617344244203638e-6,0,0,1.1617344244203638e-6,0
26087,1,0,100,NA,NA,0,1,0,0,0,0500000US26087,"Lapeer County, Michigan",75402,0500000US26087,"Lapeer County, Michigan",88687,*****,NA,MI,26087,1622986,Lapeer County,1675677867,41080675,646.983,15.861,43.088633,-83.224325,Lapeer,Michigan,G26,G2600870,61150761.99,1021548.19,0,203523.06,478673.12,11706800.38,137.07779029742667,1.6353025987861448e-8,0,1.6353025987861448e-6,0,1.6353025987861448e-8,1.6353025987861448e-6
26103,1,0,150,NA,NA,0,1,0,0,0,0500000US26103,"Marquette County, Michigan",63115,0500000US26103,"Marquette County, Michigan",66376,*****,NA,MI,26103,1622994,Marquette County,4685463544,4185295221,1809.068,1615.952,46.656596,-87.584028,Marquette,Michigan,G26,G2601030,78082502.43,5799773.21,0,146764.47,196397.13,20394831.68,36.69071588243228,1.2806966591477874e-8,0,1.921044988721681e-6,0,1.2806966591477874e-8,1.921044988721681e-6
26105,1,400,0,NA,NA,0,0,0,0,1,0500000US26105,"Mason County, Michigan",60744,0500000US26105,"Mason County, Michigan",29178,*****,NA,MI,26105,1622995,Mason County,1281963203,1935616622,494.969,747.346,43.957196,-86.442937,Mason,Michigan,G26,G2601050,21087783.05,1769870.78,0,70438.11,102489.82,8708792.26,58.949146310172964,0,5.650130005536336e-7,0,2.2600520022145345e-4,5.650130005536336e-7,2.2600520022145345e-4
26117,1,375,0,NA,NA,0,0,0,0,1,0500000US26117,"Montcalm County, Michigan",61250,0500000US26117,"Montcalm County, Michigan",66901,*****,NA,MI,26117,1623001,Montcalm County,1826793471,39944685,705.329,15.423,43.312782,-85.149468,Montcalm,Michigan,G26,G2601170,65153033.9,1167914.78,0,139844.65,194994.32,13122827.77,94.85077176750141,0,8.562268558670009e-7,0,3.210850709501253e-4,8.562268558670009e-7,3.210850709501253e-4
26121,1,0,200,NA,NA,0,1,0,0,0,0500000US26121,"Muskegon County, Michigan",61347,0500000US26121,"Muskegon County, Michigan",175947,*****,NA,MI,26121,1623003,Muskegon County,1305130150,2476314283,503.914,956.11,43.428739,-86.420908,Muskegon,Michigan,G26,G2601210,35068846.59,1312499.74,0,377397.49,357466.3,9241687.19,349.16076949638233,2.8515337606944657e-8,0,5.703067521388931e-6,0,2.8515337606944657e-8,5.703067521388931e-6
26147,1,0,90,NA,NA,0,1,0,0,0,0500000US26147,"St. Clair County, Michigan",66887,0500000US26147,"St. Clair County, Michigan",160257,*****,NA,MI,26147,1625033,St. Clair County,1868679901,297835534,721.501,114.995,42.928803,-82.668913,St. Clair,Michigan,G26,G2601470,69426868.15,1406992.41,0,382635.75,691455.42,15018022.65,222.11611626317912,1.4403645543097998e-8,0,1.2963280988788198e-6,0,1.4403645543097998e-8,1.2963280988788198e-6
26151,1,150,0,NA,NA,0,0,0,0,1,0500000US26151,"Sanilac County, Michigan",55740,0500000US26151,"Sanilac County, Michigan",40759,*****,NA,MI,26151,1623016,Sanilac County,2493048507,1624879474,962.571,627.369,43.449155,-82.642815,Sanilac,Michigan,G26,G2601510,106878504.1,4558953.28,0,103526.48,350119.91,18761953.75,42.34388943776615,0,2.1934859573730923e-7,0,3.290228936059639e-5,2.1934859573730923e-7,3.290228936059639e-5
26157,1,0,0,NA,NA,0,0,0,0,1,0500000US26157,"Tuscola County, Michigan",59815,0500000US26157,"Tuscola County, Michigan",53218,*****,NA,MI,26157,1623019,Tuscola County,2084527021,282490891,804.84,109.07,43.487902,-83.436618,Tuscola,Michigan,G26,G2601570,88749056.91,3679942.2,0,134941.39,369579.32,16377598.19,66.12245912231002,0,2.7174339857837984e-7,0,0,2.7174339857837984e-7,0
26159,1,0,100,NA,NA,0,1,0,0,0,0500000US26159,"Van Buren County, Michigan",65531,0500000US26159,"Van Buren County, Michigan",75636,*****,NA,MI,26159,1623020,Van Buren County,1574177248,1248660328,607.793,482.11,42.28215,-86.306076,Van Buren,Michigan,G26,G2601590,55628458.41,815887.7,0,159329.95,363364.77,12410574.4,124.44368395160852,1.7976410430604995e-8,0,1.7976410430604994e-6,0,1.7976410430604995e-8,1.7976410430604994e-6
26161,1,0,20,NA,NA,0,1,0,0,0,0500000US26161,"Washtenaw County, Michigan",84245,0500000US26161,"Washtenaw County, Michigan",370231,*****,NA,MI,26161,1623021,Washtenaw County,1828539923,42523115,706.003,16.418,42.252217,-83.843423,Washtenaw,Michigan,G26,G2601610,53942139.02,745138.87,0,564817.49,1088542.75,12247048.66,524.4042872339069,1.85383823883816e-8,0,3.70767647767632e-7,0,1.85383823883816e-8,3.70767647767632e-7
27043,1,36,0,NA,NA,0,0,0,0,1,0500000US27043,"Faribault County, Minnesota",64000,0500000US27043,"Faribault County, Minnesota",13931,*****,NA,MN,27043,659467,Faribault County,1845313173,24410687,712.479,9.425,43.676522,-93.947234,Faribault,Minnesota,G27,G2700430,87841908.58,6882711.19,0,41391.01,59778.73,14430908.38,19.552856996486913,0,1.4529158240039416e-7,0,5.230496966414189e-6,1.4529158240039416e-7,5.230496966414189e-6
27049,1,0,0,NA,NA,0,0,0,0,1,0500000US27049,"Goodhue County, Minnesota",78338,0500000US27049,"Goodhue County, Minnesota",47697,*****,NA,MN,27049,659470,Goodhue County,1959877521,59113685,756.713,22.824,44.406178,-92.716,Goodhue,Minnesota,G27,G2700490,57706012.94,7526924.29,0,102135.05,170340.06,13857649.51,63.031823161489235,0,1.3285639146504554e-7,0,0,1.3285639146504554e-7,0
27053,1,0,0.6,NA,NA,0,1,0,0,0,0500000US27053,"Hennepin County, Minnesota",92595,0500000US27053,"Hennepin County, Minnesota",1270787,*****,NA,MN,27053,659472,Hennepin County,1434901813,136571331,554.019,52.73,45.006121,-93.475228,Hennepin,Minnesota,G27,G2700530,16824014.65,185746.28,0,1435302.88,2748551.32,13297377.01,2293.7606832978654,5.943884505592725e-8,0,3.566330703355635e-8,0,5.943884505592725e-8,3.566330703355635e-8
27083,1,0,62,NA,NA,0,1,0,0,0,0500000US27083,"Lyon County, Minnesota",68919,0500000US27083,"Lyon County, Minnesota",25352,*****,NA,MN,27083,659487,Lyon County,1850315111,18794794,714.411,7.257,44.409195,-95.847268,Lyon,Minnesota,G27,G2700830,86302180.48,7425149.18,0,60795.34,299929.71,14409657.36,35.48657565463018,1.1587192750381826e-8,0,7.184059505236732e-7,0,1.1587192750381826e-8,7.184059505236732e-7
27085,1,0,0.4,NA,NA,0,1,0,0,0,0500000US27085,"McLeod County, Minnesota",73296,0500000US27085,"McLeod County, Minnesota",36727,*****,NA,MN,27085,659491,McLeod County,1273004666,36432583,491.51,14.067,44.821657,-94.272323,McLeod,Minnesota,G27,G2700850,58579286.03,3662933.62,0,86150.42,186264.98,10921659.3,74.72279302557425,1.707088064350722e-8,0,6.828352257402889e-9,0,1.707088064350722e-8,6.828352257402889e-9
28073,1,0,90,NA,NA,0,1,0,0,0,0500000US28073,"Lamar County, Mississippi",67972,0500000US28073,"Lamar County, Mississippi",64425,*****,NA,MS,28073,695760,Lamar County,1286109795,8871408,496.57,3.425,31.197586,-89.506369,Lamar,Mississippi,G28,G2800730,47453549.06,918721.27,3132081.97,142207.24,76560.98,4913106.31,129.74001651328112,2.1073239405878908e-8,0,1.8965915465291017e-6,0,2.1073239405878908e-8,1.8965915465291017e-6
29027,2,0,100,NA,NA,0,1,0,1,0,0500000US29027,"Callaway County, Missouri",70599,0500000US29027,"Callaway County, Missouri",44517,*****,NA,MO,29027,758468,Callaway County,2161513203,33194432,834.565,12.816,38.835547,-91.923446,Callaway,Missouri,G29,G2900270,65555248.5,6363853.59,0,102692.14,129959.97,12218977.96,53.341561172586914,1.5254308737766436e-8,0,1.5254308737766436e-6,0,1.5254308737766436e-8,1.5254308737766436e-6
29049,1,200,0,NA,NA,0,0,0,0,1,0500000US29049,"Clinton County, Missouri",66494,0500000US29049,"Clinton County, Missouri",21155,*****,NA,MO,29049,758479,Clinton County,1085049761,11764909,418.94,4.542,39.608723,-94.395803,Clinton,Missouri,G29,G2900490,49167265.8,4008062.37,0,61395.56,115407.51,7915669.17,50.49649114431661,0,2.494971154852563e-7,0,4.9899423097051255e-5,2.494971154852563e-7,4.9899423097051255e-5
30067,1,22,0,NA,NA,0,0,0,0,1,0500000US30067,"Park County, Montana",67602,0500000US30067,"Park County, Montana",17320,*****,NA,MT,30067,1720027,Park County,7258388273,27861799,2802.479,10.758,45.463081,-110.53493,Park,Montana,G30,G3000670,37146368.3,14092619.18,0,30335.51,8281.81,8833709.68,6.180242563815822,0,7.095913025303221e-8,0,1.5611008655667087e-6,7.095913025303221e-8,1.5611008655667087e-6
30093,1,0,160,NA,NA,0,1,0,0,0,0500000US30093,"Silver Bow County, Montana",56297,0500000US30093,"Silver Bow County, Montana",35306,*****,NA,MT,30093,1719575,Silver Bow County,1859585000,1501437,717.99,0.58,45.896232,-112.660071,Silver Bow,Montana,G30,G3000930,8481227.04,5005390.56,1136916.81,62308.09,9974.74,4795635.72,49.173386815972364,1.1790746731383341e-7,0,1.8865194770213344e-5,0,1.1790746731383341e-7,1.8865194770213344e-5
30097,1,44,0,NA,NA,0,0,0,0,1,0500000US30097,"Sweet Grass County, Montana",64872,0500000US30097,"Sweet Grass County, Montana",3697,*****,NA,MT,30097,1719569,Sweet Grass County,4805816381,17455905,1855.536,6.74,45.811292,-109.944796,Sweet Grass,Montana,G30,G3000970,50093210.99,18738941.84,4779166.16,6447,2704.89,4257609.94,1.9924162075001508,0,5.336480621682745e-8,0,2.348051473540408e-6,5.336480621682745e-8,2.348051473540408e-6
30105,1,500,0,NA,NA,0,0,0,0,1,0500000US30105,"Valley County, Montana",59725,0500000US30105,"Valley County, Montana",7552,*****,NA,MT,30105,1678923,Valley County,12758579871,351382239,4926.115,135.669,48.349850000000004,-106.670424,Valley,Montana,G30,G3001050,444525315.1,83834982.3,981949.5,14184.25,3291.33,6655485.91,1.5330539380424535,0,1.1928194800847475e-8,0,5.964097400423737e-6,1.1928194800847475e-8,5.964097400423737e-6
31021,1,172,0,NA,NA,0,0,0,0,1,0500000US31021,"Burt County, Nebraska",54950,0500000US31021,"Burt County, Nebraska",6717,*****,NA,NE,31021,835832,Burt County,1273203510,14184088,491.587,5.477,41.854179,-96.337746,Burt,Nebraska,G31,G3100210,43604944.72,5310352.34,3114535.39,23060.43,6645.04,7189426.78,13.663908931684524,0,1.8831142191216638e-7,0,3.238956456889262e-5,1.8831142191216638e-7,3.238956456889262e-5
31031,1,60,0,NA,NA,0,0,0,0,1,0500000US31031,"Cherry County, Nebraska",62373,0500000US31031,"Cherry County, Nebraska",5473,*****,NA,NE,31031,835837,Cherry County,15436585718,128192826,5960.099,49.496,42.571323,-101.047653,Cherry,Nebraska,G31,G3100310,473048365,125013247,366075716.7,17510.6,18805.32,9114732.37,0.9182733374059726,0,7.99915228183778e-9,0,4.799491369102668e-7,7.99915228183778e-9,4.799491369102668e-7
31109,1,0,250,NA,NA,0,1,0,0,0,0500000US31109,"Lancaster County, Nebraska",70387,0500000US31109,"Lancaster County, Nebraska",322063,*****,NA,NE,31109,835876,Lancaster County,2169269508,22850511,837.56,8.823,40.783547,-96.688658,Lancaster,Nebraska,G31,G3101090,86893682.18,7456600.91,56922758.09,486053.42,852761.95,20410950.65,384.5252877405798,1.1508316541684848e-8,0,2.877079135421212e-6,0,1.1508316541684848e-8,2.877079135421212e-6
31151,1,300,0,NA,NA,0,0,0,0,1,0500000US31151,"Saline County, Nebraska",71104,0500000US31151,"Saline County, Nebraska",14275,*****,NA,NE,31151,835897,Saline County,1486835320,5798028,574.07,2.239,40.516802,-97.131755,Saline,Nebraska,G31,G3101510,75785856.34,9301178.92,123526822.3,33441.43,56628.43,8195230.69,24.866305502813244,0,1.075132527393635e-7,0,3.225397582180905e-5,1.075132527393635e-7,3.225397582180905e-5
